isbn,authors,original_publication_year,original_title,title,language_code,average_rating,image_url,small_image_url
752876872,Maeve Binchy,1994,The Glass Lake,The Glass Lake,eng,3.89,https://images.gr-assets.com/books/1342485933m/34310.jpg,https://images.gr-assets.com/books/1342485933s/34310.jpg
465028020,Jonathan Haidt,2005,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,eng,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1594567395,Edgar Allan Poe,1842,The Masque of the Red Death,The Masque of the Red Death,eng,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345496574,Peter F. Hamilton,2009,The Evolutionary Void,The Evolutionary Void,eng,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1416989404,L.J. Smith,1997,The Forbidden Game,"The Forbidden Game (The Forbidden Game, #1-3)",en-US,4.19,https://images.gr-assets.com/books/1405784030m/7100490.jpg,https://images.gr-assets.com/books/1405784030s/7100490.jpg
1416953558,Elizabeth Scott,2008,Perfect You,Perfect You,en-US,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
452269652,Toni Morrison,1992,Jazz,Jazz,eng,3.78,https://images.gr-assets.com/books/1317531331m/37398.jpg,https://images.gr-assets.com/books/1317531331s/37398.jpg
1405204273,Benjamin Hoff,1992,,The Te of Piglet,eng,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
316735167,Cecily von Ziegesar,2004,You're the one that I want,"You're the One That I Want (Gossip Girl, #6)",eng,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
810114844,"Ilya Ilf, Eugene Petrov, Maurice Friedberg, John H.C. Richardson",1927,_”___µ___°_´Ñ†_°Ñ‚ÑŒ ÑÅÑ‚Ñƒ_»ÑŒ_µ__,The Twelve Chairs,,4.42,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1558744630,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",1997,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),"Chicken Soup for the Teenage Soul: 101 Stories of Life, Love and Learning (Chicken Soup for the Soul)",eng,3.91,https://images.gr-assets.com/books/1331052651m/427920.jpg,https://images.gr-assets.com/books/1331052651s/427920.jpg
316231053,Megan Abbott,2014,The Fever,The Fever,,3.12,https://images.gr-assets.com/books/1381359885m/18656036.jpg,https://images.gr-assets.com/books/1381359885s/18656036.jpg
399218858,Eric Carle,1990,The Very Quiet Cricket,The Very Quiet Cricket,en-US,4.07,https://images.gr-assets.com/books/1309287060m/125423.jpg,https://images.gr-assets.com/books/1309287060s/125423.jpg
763631620,Alison Croggon,2002,The Gift,"The Naming (The Books of Pellinor, #1)",en-US,4,https://images.gr-assets.com/books/1378497748m/393146.jpg,https://images.gr-assets.com/books/1378497748s/393146.jpg
441010652,Simon R. Green,2003,Something from the Nightside,"Something from the Nightside (Nightside, #1)",eng,3.77,https://images.gr-assets.com/books/1354812342m/155421.jpg,https://images.gr-assets.com/books/1354812342s/155421.jpg
740718584,Thomas J. Stanley,2006,,The Millionaire Mind,,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6178715,Sidney Sheldon,1992,The Stars Shine Down,The Stars Shine Down,eng,3.65,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
811826848,"The Beatles, Paul McCartney, Ringo Starr, John Lennon, George Harrison",2000,The Beatles Anthology,The Beatles Anthology,eng,4.38,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
61707803,"Christopher  Ryan, Cacilda JethÃ¡",2010,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,en-US,4.02,https://images.gr-assets.com/books/1291105594m/7640261.jpg,https://images.gr-assets.com/books/1291105594s/7640261.jpg
316911488,Cecily von Ziegesar,2002,You Know You Love Me,"You Know You Love Me (Gossip Girl, #2)",en-US,3.53,https://images.gr-assets.com/books/1388599269m/37451.jpg,https://images.gr-assets.com/books/1388599269s/37451.jpg
1442402849,"Annette Pollert, L.J. Smith",2009,Night World: The Ultimate Fan Guide.,Night World: The Ultimate Fan Guide,,4.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
688040748,Vera B. Williams,1982,A Chair for My Mother ,A Chair for My Mother,eng,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
349103232,Iain Banks,1992,The Crow Road,The Crow Road,eng,4.07,https://images.gr-assets.com/books/1330063373m/12021.jpg,https://images.gr-assets.com/books/1330063373s/12021.jpg
385338104,Jonathan Tropper,2003,The Book of Joe,The Book of Joe,en-US,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
880386525,"Margaret Weis, Tracy Hickman",1985,Dragonlance Chronicles: Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition),Dragonlance Chronicles (Dragonlance #1-3),,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1421505754,Kiyoko Arai,2004,ãƒ“ãƒ¥ãƒ_ãƒ†ã‚£ãƒ_ãƒùãƒƒãƒ— 1 [ByÅ«tÄ« poppu 1],"Beauty Pop, Vol. 1 (Beauty Pop, #1)",eng,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
61119725,Eric Carle,1997,From Head to Toe,From Head to Toe,,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1590521676,Joshua Harris,2000,Boy Meets Girl: Say Hello to Courtship,Boy Meets Girl: Say Hello to Courtship,en-GB,3.78,https://images.gr-assets.com/books/1170356477m/48758.jpg,https://images.gr-assets.com/books/1170356477s/48758.jpg
1401205003,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",2006,"Fables, Volume 6: Homelands","Fables, Vol. 6: Homelands",eng,4.3,https://images.gr-assets.com/books/1327962707m/21328.jpg,https://images.gr-assets.com/books/1327962707s/21328.jpg
,Whitney G.,2014,Reasonable Doubt,"Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)",eng,4.13,https://images.gr-assets.com/books/1395319856m/20761374.jpg,https://images.gr-assets.com/books/1395319856s/20761374.jpg
374299102,Marilynne Robinson,2008,Home,"Home (Gilead, #2)",eng,3.97,https://images.gr-assets.com/books/1426188598m/2924318.jpg,https://images.gr-assets.com/books/1426188598s/2924318.jpg
718031822,Jen Hatmaker,2015,For the Love: Fighting for Grace in a World of Impossible Standards,For the Love: Fighting for Grace in a World of Impossible Standards,,4.1,https://images.gr-assets.com/books/1426296433m/23647129.jpg,https://images.gr-assets.com/books/1426296433s/23647129.jpg
,J. Sterling,2013,,"The Game Changer (The Perfect Game, #2)",en,4.11,https://images.gr-assets.com/books/1358236349m/16299256.jpg,https://images.gr-assets.com/books/1358236349s/16299256.jpg
1476751803,Christina Lauren,2014,Sweet Filthy Boy ,"Sweet Filthy Boy (Wild Seasons, #1)",eng,4.16,https://images.gr-assets.com/books/1395723782m/18775297.jpg,https://images.gr-assets.com/books/1395723782s/18775297.jpg
521293731,William Shakespeare,1600,The Winter's Tale,The Winter's Tale,eng,3.69,https://images.gr-assets.com/books/1327893509m/44133.jpg,https://images.gr-assets.com/books/1327893509s/44133.jpg
1405088834,Peter F. Hamilton,2008,The Temporal Void,The Temporal Void,eng,4.24,https://images.gr-assets.com/books/1357349093m/3437328.jpg,https://images.gr-assets.com/books/1357349093s/3437328.jpg
1607069466,"Matt Fraction, Chip Zdarsky",2014,"Sex Criminals, Volume One: One Weird Trick","Sex Criminals, Vol. 1: One Weird Trick",eng,3.99,https://images.gr-assets.com/books/1396977214m/19536001.jpg,https://images.gr-assets.com/books/1396977214s/19536001.jpg
842361936,"Tim LaHaye, Jerry B. Jenkins",2003,The Rising : Antichrist is Born : Before They Were Left Behind,"The Rising: Antichrist is Born  (Before They Were Left Behind, #1)",eng,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
375990690,Lauren Kate,2013,Teardrop,"Teardrop (Teardrop, #1)",eng,3.65,https://images.gr-assets.com/books/1360596375m/16070143.jpg,https://images.gr-assets.com/books/1360596375s/16070143.jpg
399156399,Patricia Cornwell,2009,The Scarpetta Factor ,"The Scarpetta Factor (Kay Scarpetta, #17)",en-US,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
374384738,Marie Rutkoski,2016,The Winner's Kiss,"The Winner's Kiss (The Winner's Trilogy, #3)",eng,4.29,https://images.gr-assets.com/books/1455809407m/20443235.jpg,https://images.gr-assets.com/books/1455809407s/20443235.jpg
,R.K. Lilley,2013,,"Bad Things (Tristan & Danika, #1)",eng,4.33,https://images.gr-assets.com/books/1364053596m/17377032.jpg,https://images.gr-assets.com/books/1364053596s/17377032.jpg
345382846,Sharon Kay Penman,1985,Here be Dragons,"Here be Dragons (Welsh Princes, #1)",eng,4.3,https://images.gr-assets.com/books/1448657042m/77449.jpg,https://images.gr-assets.com/books/1448657042s/77449.jpg
1400045371,"Byron Katie, Stephen Mitchell",2002,Loving What Is: Four Questions That Can Change Your Life,Loving What Is: Four Questions That Can Change Your Life,,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
60521228,"Sid Fleischman, Peter SÃ_s",1986,The Whipping Boy,The Whipping Boy,eng,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1781106282,"J.K. Rowling, MinaLima",2016,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies","Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",eng,4.22,https://images.gr-assets.com/books/1471436733m/31538635.jpg,https://images.gr-assets.com/books/1471436733s/31538635.jpg
448445867,Carolyn Keene,,"Nancy Drew Complete Series Set, Books 1-64",Nancy Drew: #1-64,eng,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1593080786,"George Bernard Shaw, John A. Bertolini",2004,Pygmalion and Three Other Plays,Pygmalion and Three Other Plays,en-US,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345477367,Drew Karpyshyn,2006,,"Path of Destruction (Star Wars: Darth Bane, #1)",eng,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,Elizabeth  Hall,2015,,Miramont's Ghost,en-GB,3.34,https://images.gr-assets.com/books/1418787928m/23743603.jpg,https://images.gr-assets.com/books/1418787928s/23743603.jpg
758272812,Brigid Kemmerer,2012,Storm,"Storm (Elemental, #1)",en-US,3.96,https://images.gr-assets.com/books/1325995724m/10401084.jpg,https://images.gr-assets.com/books/1325995724s/10401084.jpg
61976792,Maureen Johnson,2011,The Last Little Blue Envelope,"The Last Little Blue Envelope (Little Blue Envelope, #2)",en-US,3.86,https://images.gr-assets.com/books/1288297853m/9462775.jpg,https://images.gr-assets.com/books/1288297853s/9462775.jpg
684813785,Richard Rhodes,1986,The Making of the Atomic Bomb,The Making of the Atomic Bomb,eng,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1409113965,Maeve Binchy,2010,Minding Frankie,Minding Frankie,eng,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
842319476,Francine Rivers,2000,Unveiled: Tamar (Lineage of Grace #1),Unveiled: Tamar (Lineage of Grace #1),,4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1559360739,Tony Kushner,1993,,"Angels in America, Part Two: Perestroika",en-US,4.26,https://images.gr-assets.com/books/1354209700m/92254.jpg,https://images.gr-assets.com/books/1354209700s/92254.jpg
033034837X,Ken Follett,1996,The Third Twin,The Third Twin,en-GB,3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
765340771,"Brian Herbert, Kevin J. Anderson",2002,Dune: The Butlerian Jihad,"The Butlerian Jihad (Legends of Dune, #1)",eng,3.57,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
385491743,Richard Koch,1950,The 80/20 Principle: The Secret to Success by Achieving More with Less,The 80/20 Principle: The Secret to Achieving More with Less,,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
385152132,"William Blake, David V. Erdman, Harold Bloom",1965,The Complete Poetry & Prose of William Blake,The Complete Poetry and Prose,en-US,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
385542070,Ian McEwan,2016,Nutshell,Nutshell,eng,3.71,https://images.gr-assets.com/books/1498680109m/30008702.jpg,https://images.gr-assets.com/books/1498680109s/30008702.jpg
1421501694,"Tsugumi Ohba, Takeshi Obata",2004,ãƒ‡ã‚_ãƒ_ãƒ_ãƒˆ #2 (Desu NÅçto) GÅçryÅ« (åêˆæµÅ),"Death Note, Vol. 2: Confluence (Death Note, #2)",eng,4.42,https://images.gr-assets.com/books/1419952210m/13619.jpg,https://images.gr-assets.com/books/1419952210s/13619.jpg
1569714983,"Katsuhiro Otomo, Yoko Umezawa, Linda M. York, Jo Duffy",1984,Akira 1,"Akira, Vol. 1",eng,4.36,https://images.gr-assets.com/books/1343804802m/93371.jpg,https://images.gr-assets.com/books/1343804802s/93371.jpg
074326603X,Robert   Harris,2006,Imperium,"Imperium: A Novel of Ancient Rome (Cicero, #1)",en-US,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
394743253,Richard Ford,1986,The Sportswriter,The Sportswriter,,3.7,https://images.gr-assets.com/books/1327936345m/40722.jpg,https://images.gr-assets.com/books/1327936345s/40722.jpg
439703700,Garth Nix,2004,Grim Tuesday,"Grim Tuesday (The Keys to the Kingdom, #2)",,3.86,https://images.gr-assets.com/books/1304528058m/47620.jpg,https://images.gr-assets.com/books/1304528058s/47620.jpg
272346783X,Julie Maroh,2010,Le bleu est une couleur chaude,Le bleu est une couleur chaude,fre,3.92,https://images.gr-assets.com/books/1330712998m/7963189.jpg,https://images.gr-assets.com/books/1330712998s/7963189.jpg
385539282,Bill Bryson,2015,The Road to Little Dribbling,The Road to Little Dribbling: Adventures of an American in Britain,eng,3.71,https://images.gr-assets.com/books/1444259875m/25489012.jpg,https://images.gr-assets.com/books/1444259875s/25489012.jpg
140227663X,Susanna Kearsley,2013,The Firebird,"The Firebird (Slains, #2)",eng,4.08,https://images.gr-assets.com/books/1347896972m/15942636.jpg,https://images.gr-assets.com/books/1347896972s/15942636.jpg
1427803196,"Tachibana Higuchi, æ¨‹åè£ æ©˜",2003,å__åœ’ã‚¢ãƒªã‚_ï_‘,"Gakuen Alice, Vol. 01 (Gakuen Alice, #1)",eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
316353299,William Least Heat-Moon,1982,Blue Highways: A Journey into America,Blue Highways,,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345485599,Anne Tyler,1988,Breathing Lessons,Breathing Lessons,eng,3.66,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
517206064,Emily Dickinson,1890,Selected Poems of Emily Dickinson,Selected Poems,eng,4.16,https://images.gr-assets.com/books/1260829838m/112200.jpg,https://images.gr-assets.com/books/1260829838s/112200.jpg
1593081316,"Robert Louis Stevenson, Jenny Davidson",1886,The Strange Case of Dr. Jekyll and Mr. Hyde ,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories ,eng,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
884944441,Spencer W. Kimball,1969,The Miracle of Forgiveness,The Miracle of Forgiveness,,4.37,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345516109,Anne Fortier,2010,Juliet,Juliet,en-US,3.9,https://images.gr-assets.com/books/1366399299m/6718608.jpg,https://images.gr-assets.com/books/1366399299s/6718608.jpg
373775490,Gena Showalter,2011,"The Darkest Secret (Lords of the Underworld, #7)",The Darkest Secret (Lords of the Underworld #7),eng,4.32,https://images.gr-assets.com/books/1288316327m/9394010.jpg,https://images.gr-assets.com/books/1288316327s/9394010.jpg
307594173,Toni Morrison,2014,God Help the Child,God Help the Child,eng,3.7,https://images.gr-assets.com/books/1463008449m/23602473.jpg,https://images.gr-assets.com/books/1463008449s/23602473.jpg
1593079788,"Gerard Way, Gabriel BÃ¡, Dave Stewart, Nate Piekos, Tony Ong",2007,"The Umbrella Academy, Vol 1: The Apocalypse Suite","The Umbrella Academy, Vol. 1: The Apocalypse Suite",eng,3.97,https://images.gr-assets.com/books/1327877097m/2795053.jpg,https://images.gr-assets.com/books/1327877097s/2795053.jpg
1937053571,Jennifer L. Armentrout,2013,,"Sentinel (Covenant, #5)",eng,4.49,https://images.gr-assets.com/books/1365509138m/13605723.jpg,https://images.gr-assets.com/books/1365509138s/13605723.jpg
1590597141,Jessica Livingston,2001,Founders at Work: Stories of Startups' Early Days,Founders at Work: Stories of Startups' Early Days,en-US,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,Lacey Weatherford,2012,,"Crush (Crush, #1)",en-GB,3.97,https://images.gr-assets.com/books/1348535295m/16045855.jpg,https://images.gr-assets.com/books/1348535295s/16045855.jpg
307406105,Scott Sigler,2008,Infected,"Infected (Infected, #1)",en-US,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
374351384,Leila Sales,2013,This Song Will Save Your Life,This Song Will Save Your Life,eng,3.95,https://images.gr-assets.com/books/1362753915m/15777621.jpg,https://images.gr-assets.com/books/1362753915s/15777621.jpg
014006690X,Gloria Naylor,1982,The Women of Brewster Place,The Women of Brewster Place,en-US,4.13,https://images.gr-assets.com/books/1309209011m/765811.jpg,https://images.gr-assets.com/books/1309209011s/765811.jpg
785190228,"G. Willow Wilson, Adrian Alphona, Jacob Wyatt",2015,"Ms. Marvel, Vol. 2: Generation Why","Ms. Marvel, Vol. 2: Generation Why",eng,4.14,https://images.gr-assets.com/books/1427559332m/23017947.jpg,https://images.gr-assets.com/books/1427559332s/23017947.jpg
800758188,Elisabeth Elliot,1984,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1442440759,"Jenny Han, Siobhan Vivian",2012,Burn for Burn,"Burn for Burn (Burn for Burn, #1)",eng,3.87,https://images.gr-assets.com/books/1332791803m/13406425.jpg,https://images.gr-assets.com/books/1332791803s/13406425.jpg
1416571760,David McCullough,2011,The Greater Journey: Americans In Paris,The Greater Journey: Americans in Paris,eng,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345390407,David Eddings,1994,The Hidden City,"The Hidden City (The Tamuli, #3)",eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,"Petra Durst-Benning, Samuel Willcocks",2000,Die GlasblÃ_serin,The Glassblower,eng,3.87,https://images.gr-assets.com/books/1408013754m/22915460.jpg,https://images.gr-assets.com/books/1408013754s/22915460.jpg
307599469,Maggie Shipstead,2012,Seating Arrangements,Seating Arrangements,,3.02,https://images.gr-assets.com/books/1329425347m/12712435.jpg,https://images.gr-assets.com/books/1329425347s/12712435.jpg
142002429,David Foster Wallace,1987,The Broom of the System,The Broom of the System,,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
425226743,Julie James,2009,Practice Makes Perfect,Practice Makes Perfect (Berkley Sensation),eng,3.99,https://images.gr-assets.com/books/1342552769m/5082599.jpg,https://images.gr-assets.com/books/1342552769s/5082599.jpg
439700930,Patrick Carman,2003,The Dark Hills Divide,"The Dark Hills Divide (The Land of Elyon, #1)",en-US,3.71,https://images.gr-assets.com/books/1393452185m/81524.jpg,https://images.gr-assets.com/books/1393452185s/81524.jpg
62284835,Tahereh Mafi,2013,Fracture Me,"Fracture Me (Shatter Me, #2.5)",eng,3.77,https://images.gr-assets.com/books/1383413233m/17331518.jpg,https://images.gr-assets.com/books/1383413233s/17331518.jpg
031623107X,Megan Abbott,2016,You Will Know Me,You Will Know Me,eng,3.45,https://images.gr-assets.com/books/1467210264m/25251757.jpg,https://images.gr-assets.com/books/1467210264s/25251757.jpg
345363132,Sharon Kay Penman,1982,The Sunne in Splendour,The Sunne in Splendour,eng,4.4,https://images.gr-assets.com/books/1361649213m/119829.jpg,https://images.gr-assets.com/books/1361649213s/119829.jpg
571169341,Tom Stoppard,1993,Arcadia,Arcadia,en-US,4.19,https://images.gr-assets.com/books/1463617930m/384597.jpg,https://images.gr-assets.com/books/1463617930s/384597.jpg
,Scott Pratt,2008,An Innocent Client,An Innocent Client,eng,4.16,https://images.gr-assets.com/books/1352135419m/16130986.jpg,https://images.gr-assets.com/books/1352135419s/16130986.jpg
671725661,Irving Shulman,1961,West Side Story,West Side Story,,4.12,https://images.gr-assets.com/books/1350302485m/918789.jpg,https://images.gr-assets.com/books/1350302485s/918789.jpg
552142743,Anne McCaffrey,1998,The MasterHarper of Pern,"The Masterharper of Pern (Pern, #15)",eng,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
375424040,Leonard Mlodinow,2008,The Drunkard's Walk: How Randomness Rules Our Lives,The Drunkard's Walk: How Randomness Rules Our Lives,eng,3.88,https://images.gr-assets.com/books/1320392907m/2272880.jpg,https://images.gr-assets.com/books/1320392907s/2272880.jpg
316210730,James Patterson,2011,"Merry Christmas, Alex Cross","Merry Christmas, Alex Cross (Alex Cross, #19)",eng,3.85,https://images.gr-assets.com/books/1322032145m/13097901.jpg,https://images.gr-assets.com/books/1322032145s/13097901.jpg
321344758,Steve Krug,2000,Don't Make Me Think! A common sense approach to web usability,Don't Make Me Think: A Common Sense Approach to Web Usability,en-US,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
425206866,Charlaine Harris,1996,"Shakespeare's Landlord (Lily Bard, #1)","Shakespeare's Landlord (Lily Bard, #1)",eng,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
